timestamp,ID,yaw,heading,state,acceleration
2025-03-14 11:58:43.287847,98,300,269,DRIVING,9.62
2025-03-14 11:58:43.698977,98,297,250,DRIVING,9.64
2025-03-14 11:58:44.118300,98,291,258,DRIVING,9.67
2025-03-14 11:58:44.531067,98,285,233,DRIVING,10.49
2025-03-14 11:58:44.951812,98,280,231,DRIVING,9.9
2025-03-14 11:58:46.319120,98,279,231,DRIVING,9.63
2025-03-14 11:58:46.319574,98,276,166,DRIVING,12.33
2025-03-14 11:58:46.345916,98,271,156,DRIVING,9.45
2025-03-14 11:58:46.630377,98,269,166,DRIVING,9.25
2025-03-14 11:58:47.030532,98,268,178,DRIVING,9.66
2025-03-14 11:58:47.450759,98,268,175,DRIVING,9.73
2025-03-14 11:58:47.886051,98,269,172,DRIVING,9.68
2025-03-14 11:58:48.289570,98,270,177,DRIVING,9.76
2025-03-14 11:58:48.714955,98,269,207,STANDING,9.62
2025-03-14 11:58:49.128721,98,268,228,DRIVING,9.81
2025-03-14 11:58:49.540952,98,267,217,DRIVING,9.83
2025-03-14 11:58:49.974066,98,268,215,DRIVING,9.42
2025-03-14 11:58:50.653037,98,274,214,DRIVING,10.58
2025-03-14 11:58:51.813215,98,280,221,DRIVING,6.1
2025-03-14 11:58:51.813890,98,287,223,DRIVING,9.85
2025-03-14 11:58:51.814492,98,297,165,DRIVING,10.26
2025-03-14 11:58:52.043259,98,311,95,DRIVING,9.11
2025-03-14 11:58:52.489895,98,327,71,DRIVING,9.51
2025-03-14 11:58:52.877982,98,342,54,DRIVING,9.31
2025-03-14 11:58:53.302779,98,354,32,DRIVING,9.69
2025-03-14 11:58:53.705113,98,3,6,DRIVING,9.61
2025-03-14 11:58:54.127375,98,12,0,STANDING,9.59
2025-03-14 11:58:54.538302,98,22,342,DRIVING,9.87
2025-03-14 11:58:54.955376,98,35,314,DRIVING,9.96
2025-03-14 11:58:55.377345,98,53,1,DRIVING,9.57
2025-03-14 11:58:55.791678,98,65,41,DRIVING,9.74
2025-03-14 11:58:56.208679,98,74,331,DRIVING,9.71
2025-03-14 11:58:56.907012,98,87,316,DRIVING,9.84
2025-03-14 11:58:58.324953,98,102,46,DRIVING,9.53
2025-03-14 11:58:58.325523,98,116,339,DRIVING,10.0
2025-03-14 11:58:58.326017,98,126,299,DRIVING,9.9
2025-03-14 11:58:58.326681,98,135,303,DRIVING,9.05
2025-03-14 11:58:58.719259,98,139,309,DRIVING,9.61
2025-03-14 11:58:59.135527,98,139,298,DRIVING,9.57
